,news_time,Positive,Negative,Polarity,Subjectivity,news_tag,news_title,news_link
0,2022-11-18,400.0,121.0,0.5355086362082367,0.23660308799427654,Vaccines,Pfizer and BioNTech Report New Data on Omicron BA.4/BA.5-Adapted Bivalent Booster Demonstrating Improved Immune Response Against Emerging Omicron Sublineages,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-report-new-data-omicron-ba4ba5-adapted
1,2022-11-11,84.0,10.0,0.7872340341783614,0.2625698316687994,Financial,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-12
2,2022-11-10,407.0,108.0,0.5805825231445,0.24535493080259413,Vaccines,Pfizer and BioNTech Receive Positive CHMP Opinion for Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine Booster for Children 5 Through 11 Years of Age in European Union,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-receive-positive-chmp-opinion-omicron-1
3,2022-11-04,450.0,126.0,0.5624999990234375,0.23021582724611678,COVID-19,Pfizer and BioNTech Announce Updated Clinical Data for Omicron BA.4/BA.5-Adapted Bivalent Booster Demonstrating Substantially Higher Immune Response in Adults Compared to the Original COVID-19 Vaccine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-updated-clinical-data-omicron
4,2022-11-01,,,,,Financial,PFIZER REPORTS STRONG THIRD-QUARTER 2022 RESULTS AND RAISES 2022 OUTLOOK,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-reports-strong-third-quarter-2022-results-and-raises
5,2022-11-01,244.0,76.0,0.524999998359375,0.24902723716029007,Vaccines,Pfizer Announces Positive Top-Line Data of Phase 3 Global Maternal Immunization Trial for its Bivalent Respiratory Syncytial Virus (RSV) Vaccine Candidate,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-data-phase-3-global
6,2022-10-13,465.0,111.0,0.6145833322663484,0.23300970864360449,Vaccines,Pfizer and BioNTech Announce Positive Early Data From Clinical Trial of Omicron BA.4/BA.5-Adapted Bivalent Booster in Individuals 18 Years and Older,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-positive-early-data-clinical
7,2022-10-12,423.0,112.0,0.5813084101283955,0.23980277891537305,Vaccines,Pfizer and BioNTech Receive U.S. FDA Emergency Use Authorization for Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine Booster in Children 5 Through 11 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-receive-us-fda-emergency-use-1
8,2022-10-05,225.0,68.0,0.5358361756456104,0.27589453834661526,Financial,Pfizer Completes Acquisition of Global Blood Therapeutics,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-completes-acquisition-global-blood-therapeutics
9,2022-10-04,307.0,145.0,0.3584070788530817,0.24672489069501916,Research and Pipeline,Pfizer Announces Positive Topline Results from Phase 3 TALAPRO-2 Trial,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-topline-results-phase-3-talapro-2
10,2022-10-03,178.0,52.0,0.5478260845746692,0.24546424733675107,Financial,Pfizer Completes Acquisition of Biohaven Pharmaceuticals,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-completes-acquisition-biohaven-pharmaceuticals
11,2022-09-26,421.0,111.0,0.5827067658219798,0.2386720501396716,Vaccines,Pfizer and BioNTech Submit Application to U.S. FDA for Emergency Use Authorization of Omicron BA.4/BA.5-Adapted Bivalent Vaccine Booster in Children 5 Through 11 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-submit-application-us-fda-emergency-0
12,2022-09-22,46.0,4.0,0.8399999832000004,0.3067484643757763,Financial,Pfizer Declares Fourth-Quarter 2022 Dividend,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-declares-fourth-quarter-2022-dividend
13,2022-09-22,423.0,126.0,0.5409836055719789,0.2719167903556628,Prescription Medicines,Pfizer to Supply Global Fund Up to 6 Million PAXLOVID™ Treatment Courses for Low-and-Middle-Income Countries,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-supply-global-fund-6-million-paxlovidtm-treatment
14,2022-09-20,90.0,10.0,0.799999992,0.26666666595555555,Financial,Pfizer Invites Public to View and Listen to Webcast of November 1 Conference Call with Analysts,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-november-1
15,2022-09-19,210.0,58.0,0.5671641769881933,0.25818882441407626,Research and Pipeline,Pfizer Announces Positive Top-Line Results from Phase 3 Study in 20-Valent Pneumococcal Conjugate Vaccine in Infants in the European Union,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-phase-3-study-0
16,2022-09-15,228.0,63.0,0.5670103073298615,0.22247706405009396,Vaccines,Pfizer Announces Positive Top-Line Results from Phase 3 Trial of Pentavalent Meningococcal Vaccine Candidate (MenABCWY) in Adolescents,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-phase-3-trial-0
