,date,Pfizer,COVID-19,Vaccines
2019-01-20,,18,0.0,35.0
2019-01-21,,28,0.0,43.0
2019-01-22,,34,1.0,57.0
2019-01-23,,32,0.0,58.0
2019-01-24,,34,0.0,68.0
2019-01-25,,33,0.0,57.0
2019-01-26,,20,0.0,50.0
2019-01-27,,20,0.0,57.0
2019-01-28,,37,0.0,68.0
2019-01-29,,41,0.0,76.0
2019-01-30,,38,0.0,77.0
2019-01-31,,32,0.0,82.0
2019-02-01,,35,0.0,73.0
2019-02-02,,18,2.0,56.0
2019-02-03,,19,0.0,52.0
2019-02-04,,36,0.0,62.0
2019-02-05,,35,0.0,70.0
2019-02-06,,36,1.0,69.0
2019-02-07,,31,0.0,76.0
2019-02-08,,36,0.0,66.0
2019-02-09,,20,0.0,57.0
2019-02-10,,15,0.0,63.0
2019-02-11,,32,0.0,73.0
2019-02-12,,35,0.0,72.0
2019-02-13,,36,0.0,73.0
2019-02-14,,30,0.0,66.0
2019-02-15,,30,1.0,68.0
2019-02-16,,21,0.0,53.0
2019-02-17,,17,0.0,46.0
2019-02-18,,28,0.0,63.0
2019-02-19,,34,0.0,66.0
2019-02-20,,42,0.0,68.0
2019-02-21,,37,0.0,66.0
2019-02-22,,34,0.0,62.0
2019-02-23,,19,1.0,52.0
2019-02-24,,16,0.0,50.0
2019-02-25,,34,1.0,73.0
2019-02-26,,34,0.0,73.0
2019-02-27,,36,0.0,72.0
2019-02-28,,36,0.0,71.0
2019-03-01,,34,0.0,69.0
2019-03-02,,18,0.0,57.0
2019-03-03,,16,0.0,50.0
2019-03-04,,31,1.0,66.0
2019-03-05,,37,1.0,100.0
2019-03-06,,35,0.0,94.0
2019-03-07,,28,0.0,83.0
2019-03-08,,28,0.0,81.0
2019-03-09,,20,1.0,70.0
2019-03-10,,20,1.0,65.0
2019-03-11,,33,0.0,86.0
2019-03-12,,34,0.0,72.0
2019-03-13,,33,0.0,79.0
2019-03-14,,34,1.0,75.0
2019-03-15,,32,0.0,64.0
2019-03-16,,17,0.0,47.0
2019-03-17,,19,0.0,44.0
2019-03-18,,33,0.0,62.0
2019-03-19,,33,0.0,74.0
2019-03-20,,33,0.0,65.0
2019-03-21,,39,0.0,64.0
2019-03-22,,33,0.0,58.0
2019-03-23,,17,0.0,46.0
2019-03-24,,17,1.0,47.0
2019-03-25,,29,0.0,61.0
2019-03-26,,35,0.0,66.0
2019-03-27,,36,0.0,80.0
2019-03-28,,33,1.0,76.0
2019-03-29,,36,1.0,66.0
2019-03-30,,19,0.0,51.0
2019-03-31,,16,0.0,49.0
2019-04-01,,30,1.0,67.0
2019-04-02,,32,0.0,68.0
2019-04-03,,34,0.0,74.0
2019-04-04,,34,0.0,65.0
2019-04-05,,34,0.0,59.0
2019-04-06,,18,0.0,44.0
2019-04-07,,15,0.0,51.0
2019-04-08,,33,0.0,64.0
2019-04-09,,33,1.0,79.0
2019-04-10,,31,0.0,75.0
2019-04-11,,31,0.0,72.0
2019-04-12,,30,0.0,66.0
2019-04-13,,20,0.0,40.0
2019-04-14,,14,0.0,47.0
2019-04-15,,31,0.0,66.0
2019-04-16,,34,0.0,69.0
2019-04-17,,37,0.0,73.0
2019-04-18,,37,0.0,66.0
2019-04-19,,26,0.0,64.0
2019-04-20,,17,0.0,41.0
2019-04-21,,16,1.0,40.0
2019-04-22,,30,0.0,58.0
2019-04-23,,30,0.0,70.0
2019-04-24,,31,0.0,74.0
2019-04-25,,35,0.0,87.0
2019-04-26,,30,1.0,83.0
2019-04-27,,19,1.0,60.0
2019-04-28,,16,0.0,55.0
2019-04-29,,30,0.0,76.0
2019-04-30,,43,0.0,82.0
2019-05-01,,32,1.0,83.0
2019-05-02,,32,0.0,83.0
2019-05-03,,29,0.0,70.0
2019-05-04,,17,0.0,51.0
2019-05-05,,17,0.0,52.0
2019-05-06,,28,0.0,62.0
2019-05-07,,34,0.0,66.0
2019-05-08,,35,0.0,71.0
2019-05-09,,34,0.0,75.0
2019-05-10,,30,0.0,59.0
2019-05-11,,18,0.0,46.0
2019-05-12,,15,0.0,44.0
2019-05-13,,30,1.0,68.0
2019-05-14,,38,0.0,67.0
2019-05-15,,30,0.0,69.0
2019-05-16,,32,0.0,64.0
2019-05-17,,33,0.0,62.0
2019-05-18,,14,0.0,39.0
2019-05-19,,15,0.0,36.0
2019-05-20,,30,0.0,53.0
2019-05-21,,32,1.0,63.0
2019-05-22,,36,0.0,58.0
2019-05-23,,29,0.0,61.0
2019-05-24,,29,0.0,50.0
2019-05-25,,18,0.0,42.0
2019-05-26,,15,0.0,41.0
2019-05-27,,23,0.0,40.0
2019-05-28,,33,0.0,58.0
2019-05-29,,34,1.0,61.0
2019-05-30,,38,0.0,60.0
2019-05-31,,28,0.0,52.0
2019-06-01,,18,0.0,40.0
2019-06-02,,17,0.0,41.0
2019-06-03,,31,0.0,55.0
2019-06-04,,33,0.0,53.0
2019-06-05,,53,1.0,53.0
2019-06-06,,62,0.0,59.0
2019-06-07,,51,0.0,51.0
2019-06-08,,27,0.0,43.0
2019-06-09,,22,1.0,38.0
2019-06-10,,33,1.0,48.0
2019-06-11,,38,1.0,50.0
2019-06-12,,37,1.0,55.0
2019-06-13,,32,0.0,65.0
2019-06-14,,34,0.0,60.0
2019-06-15,,17,0.0,41.0
2019-06-16,,15,0.0,40.0
2019-06-17,,47,0.0,57.0
2019-06-18,,39,0.0,56.0
2019-06-19,,36,0.0,56.0
2019-06-20,,42,1.0,55.0
2019-06-21,,31,0.0,52.0
2019-06-22,,17,0.0,37.0
2019-06-23,,17,0.0,42.0
2019-06-24,,33,0.0,53.0
2019-06-25,,32,0.0,48.0
2019-06-26,,35,0.0,52.0
2019-06-27,,34,0.0,51.0
2019-06-28,,33,0.0,51.0
2019-06-29,,14,0.0,39.0
2019-06-30,,14,0.0,41.0
2019-06-30,,18,0.0,50.0
2019-07-01,,41,1.0,55.0
2019-07-02,,48,0.0,58.0
2019-07-03,,44,0.0,56.0
2019-07-04,,26,0.0,43.0
2019-07-05,,26,0.0,50.0
2019-07-06,,19,0.0,36.0
2019-07-07,,17,2.0,41.0
2019-07-08,,38,0.0,56.0
2019-07-09,,37,0.0,62.0
2019-07-10,,42,0.0,63.0
2019-07-11,,48,0.0,60.0
2019-07-12,,36,0.0,53.0
2019-07-13,,22,0.0,46.0
2019-07-14,,20,1.0,39.0
2019-07-15,,40,0.0,60.0
2019-07-16,,38,0.0,57.0
2019-07-17,,42,0.0,57.0
2019-07-18,,41,0.0,56.0
2019-07-19,,37,0.0,54.0
2019-07-20,,24,0.0,43.0
2019-07-21,,19,1.0,41.0
2019-07-22,,34,0.0,61.0
2019-07-23,,43,0.0,57.0
2019-07-24,,39,1.0,56.0
2019-07-25,,36,0.0,55.0
2019-07-26,,35,1.0,52.0
2019-07-27,,28,0.0,39.0
2019-07-28,,30,0.0,35.0
2019-07-29,,100,0.0,56.0
2019-07-30,,82,0.0,65.0
2019-07-31,,56,0.0,68.0
2019-08-01,,46,0.0,56.0
2019-08-02,,43,1.0,48.0
2019-08-03,,28,0.0,37.0
2019-08-04,,23,0.0,44.0
2019-08-05,,41,1.0,59.0
2019-08-06,,43,0.0,58.0
2019-08-07,,37,0.0,56.0
2019-08-08,,40,0.0,52.0
2019-08-09,,36,0.0,51.0
2019-08-10,,20,0.0,46.0
2019-08-11,,22,0.0,34.0
2019-08-12,,38,1.0,61.0
2019-08-13,,47,0.0,63.0
2019-08-14,,41,0.0,58.0
2019-08-15,,37,0.0,65.0
2019-08-16,,37,0.0,54.0
2019-08-17,,22,0.0,41.0
2019-08-18,,20,1.0,46.0
2019-08-19,,43,0.0,59.0
2019-08-20,,43,0.0,65.0
2019-08-21,,49,0.0,65.0
2019-08-22,,43,0.0,64.0
2019-08-23,,37,0.0,51.0
2019-08-24,,23,0.0,47.0
2019-08-25,,20,0.0,43.0
2019-08-26,,40,0.0,58.0
2019-08-27,,39,1.0,60.0
2019-08-28,,43,0.0,63.0
2019-08-29,,44,0.0,67.0
2019-08-30,,38,0.0,57.0
2019-08-31,,19,0.0,48.0
2019-09-01,,15,1.0,38.0
2019-09-02,,30,0.0,46.0
2019-09-03,,38,1.0,63.0
2019-09-04,,44,1.0,64.0
2019-09-05,,40,0.0,65.0
2019-09-06,,43,0.0,65.0
2019-09-07,,18,0.0,46.0
2019-09-08,,22,0.0,46.0
2019-09-09,,43,1.0,64.0
2019-09-10,,45,0.0,76.0
2019-09-11,,42,0.0,64.0
2019-09-12,,53,0.0,69.0
2019-09-13,,41,0.0,65.0
2019-09-14,,22,0.0,51.0
2019-09-15,,22,1.0,46.0
2019-09-16,,39,0.0,61.0
2019-09-17,,45,0.0,74.0
2019-09-18,,45,0.0,67.0
2019-09-19,,42,0.0,69.0
2019-09-20,,39,0.0,71.0
2019-09-21,,24,0.0,47.0
2019-09-22,,24,0.0,54.0
2019-09-23,,44,0.0,73.0
2019-09-24,,40,0.0,71.0
2019-09-25,,43,0.0,72.0
2019-09-26,,43,1.0,81.0
2019-09-27,,38,0.0,63.0
2019-09-28,,24,0.0,51.0
2019-09-29,,22,0.0,51.0
2019-09-30,,35,0.0,71.0
2019-10-01,,38,0.0,69.0
2019-10-02,,41,0.0,76.0
2019-10-03,,45,0.0,73.0
2019-10-04,,39,0.0,70.0
2019-10-05,,25,0.0,45.0
2019-10-06,,19,0.0,48.0
2019-10-07,,34,0.0,69.0
2019-10-08,,42,0.0,72.0
2019-10-09,,44,0.0,75.0
2019-10-10,,41,0.0,69.0
2019-10-11,,34,0.0,66.0
2019-10-12,,24,0.0,49.0
2019-10-13,,20,0.0,49.0
2019-10-14,,37,0.0,70.0
2019-10-15,,42,0.0,73.0
2019-10-16,,46,0.0,71.0
2019-10-17,,41,0.0,73.0
2019-10-18,,43,0.0,69.0
2019-10-19,,21,0.0,50.0
2019-10-20,,23,0.0,48.0
2019-10-21,,37,0.0,71.0
2019-10-22,,46,0.0,78.0
2019-10-23,,44,0.0,79.0
2019-10-24,,41,0.0,72.0
2019-10-25,,41,0.0,65.0
2019-10-26,,22,2.0,44.0
2019-10-27,,21,1.0,40.0
2019-10-28,,36,0.0,69.0
2019-10-29,,53,0.0,71.0
2019-10-30,,43,0.0,60.0
2019-10-31,,39,1.0,62.0
2019-11-01,,38,1.0,62.0
2019-11-02,,24,0.0,50.0
2019-11-03,,20,0.0,51.0
2019-11-04,,39,1.0,71.0
2019-11-05,,41,0.0,71.0
2019-11-06,,42,0.0,69.0
2019-11-07,,40,0.0,75.0
2019-11-08,,40,0.0,63.0
2019-11-09,,25,0.0,48.0
2019-11-10,,18,0.0,47.0
2019-11-11,,39,0.0,61.0
2019-11-12,,40,0.0,76.0
2019-11-13,,46,0.0,71.0
2019-11-14,,44,0.0,71.0
2019-11-15,,39,1.0,68.0
2019-11-16,,24,0.0,52.0
2019-11-17,,23,0.0,44.0
2019-11-18,,41,0.0,77.0
2019-11-19,,42,1.0,77.0
2019-11-20,,51,0.0,76.0
2019-11-21,,44,0.0,74.0
2019-11-22,,38,0.0,63.0
2019-11-23,,24,0.0,43.0
2019-11-24,,20,1.0,49.0
2019-11-25,,40,0.0,58.0
2019-11-26,,45,0.0,66.0
2019-11-27,,37,0.0,56.0
2019-11-28,,32,0.0,44.0
2019-11-29,,31,1.0,44.0
2019-11-30,,25,0.0,45.0
2019-12-01,,21,0.0,50.0
2019-12-02,,41,0.0,63.0
2019-12-03,,46,0.0,64.0
2019-12-04,,45,0.0,66.0
2019-12-05,,37,0.0,68.0
2019-12-06,,39,0.0,67.0
2019-12-07,,27,0.0,55.0
2019-12-08,,18,0.0,48.0
2019-12-09,,37,0.0,66.0
2019-12-10,,36,0.0,65.0
2019-12-11,,41,0.0,69.0
2019-12-12,,38,1.0,57.0
2019-12-13,,39,0.0,59.0
2019-12-14,,21,0.0,44.0
2019-12-15,,18,0.0,39.0
2019-12-16,,40,0.0,60.0
2019-12-17,,43,0.0,68.0
2019-12-18,,34,0.0,58.0
2019-12-19,,37,0.0,53.0
2019-12-20,,39,1.0,47.0
2019-12-21,,20,0.0,36.0
2019-12-22,,17,0.0,33.0
2019-12-23,,30,0.0,44.0
2019-12-24,,25,0.0,40.0
2019-12-25,,20,1.0,25.0
2019-12-26,,26,0.0,37.0
2019-12-27,,30,0.0,42.0
2019-12-28,,22,0.0,43.0
2019-12-29,,17,0.0,41.0
2019-12-30,,30,0.0,50.0
2019-12-31,,26,0.0,50.0
2020-01-01,,24,0.0,34.0
2020-01-01,,0,0.0,1.0
2020-01-02,,1,0.0,1.0
2020-01-03,,0,0.0,1.0
2020-01-04,,0,0.0,1.0
2020-01-05,,0,0.0,1.0
2020-01-06,,1,0.0,1.0
2020-01-07,,1,0.0,1.0
2020-01-08,,1,0.0,1.0
2020-01-09,,1,0.0,1.0
2020-01-10,,1,0.0,1.0
2020-01-11,,0,0.0,1.0
2020-01-12,,0,0.0,1.0
2020-01-13,,1,0.0,1.0
2020-01-14,,1,0.0,1.0
2020-01-15,,1,0.0,1.0
2020-01-16,,1,0.0,1.0
2020-01-17,,1,0.0,1.0
2020-01-18,,0,0.0,1.0
2020-01-19,,0,0.0,1.0
2020-01-20,,1,0.0,1.0
2020-01-21,,1,0.0,1.0
2020-01-22,,1,0.0,1.0
2020-01-23,,1,0.0,1.0
2020-01-24,,1,0.0,1.0
2020-01-25,,0,0.0,1.0
2020-01-26,,0,0.0,1.0
2020-01-27,,1,0.0,1.0
2020-01-28,,1,0.0,1.0
2020-01-29,,1,0.0,1.0
2020-01-30,,1,0.0,1.0
2020-01-31,,1,0.0,1.0
2020-02-01,,0,0.0,1.0
2020-02-02,,0,0.0,1.0
2020-02-03,,1,0.0,1.0
2020-02-04,,1,0.0,1.0
2020-02-05,,1,0.0,1.0
2020-02-06,,1,0.0,1.0
2020-02-07,,1,0.0,1.0
2020-02-08,,0,0.0,1.0
2020-02-09,,0,0.0,1.0
2020-02-10,,1,0.0,1.0
